feature,grid_value,pred_mean
year_num,1962,14071.24016079159
year_num,1978,14071.24016079159
year_num,1999,14071.24016079159
year_num,2001,14071.24016079159
year_num,2004,14071.24016079159
year_num,2005,14071.24016079159
year_num,2006,14071.24016079159
year_num,2007,14071.24016079159
year_num,2008,14071.24016079159
year_num,2009,13259.955262832407
year_num,2010,13259.955262832407
year_num,2011,13259.955262832407
year_num,2012,13259.955262832407
year_num,2014,14491.477526283243
year_num,2015,14491.477526283243
year_num,2016,14491.477526283243
year_num,2017,14491.477526283243
year_num,2018,21738.260476190477
year_num,2019,21738.260476190477
year_num,2022,21738.260476190477
year_num,2024,21738.260476190477
year_num,2025,21738.260476190477
