feature,grid_value,pred_mean
make,ACURA,18004.416062884484
make,BMW,18004.416062884484
make,Buick,18004.416062884484
make,Chevrolet,18004.416062884484
make,Chevy,18004.416062884484
make,Dodge,18004.416062884484
make,GMC,18004.416062884484
make,Honda,18004.416062884484
make,INFINITI,18004.416062884484
make,Jaguar,18004.416062884484
make,Jeep,18004.416062884484
make,Kia,18004.416062884484
make,Land Rover,18004.416062884484
make,Lexus,18004.416062884484
make,Mazda,18004.416062884484
make,Mercedes-Benz,18004.416062884484
make,Mini-T Voyager,18004.416062884484
make,Nissan,18004.416062884484
make,Subaru,18004.416062884484
make,Toyota,18004.416062884484
make,ford,18004.416062884484
make,honda,18004.416062884484
make,hyundai,18004.416062884484
make,volkswagen,18004.416062884484
