feature,grid_value,pred_mean
make,Audi,12485.787727898176
make,BMW,12485.787727898176
make,Chevrolet,12485.787727898176
make,Chevy,12485.787727898176
make,Dodge,12485.787727898176
make,Fiat,12485.787727898176
make,Ford,12485.787727898176
make,Honda,12485.787727898176
make,Hyundai,12485.787727898176
make,Jeep,12485.787727898176
make,Kia,12485.787727898176
make,Lexus,12485.787727898176
make,Mercedes-Benz,12485.787727898176
make,Nissan,12485.787727898176
make,RAM,12485.787727898176
make,SUBARU,12485.787727898176
make,Subaru,12485.787727898176
make,TOYOTA,12485.787727898176
make,Toyota,12485.787727898176
make,chevrolet,12485.787727898176
make,honda,12485.787727898176
make,hyundai,12485.787727898176
make,infinity,12485.787727898176
make,subaru,12485.787727898176
