feature,grid_value,pred_mean
year_num,1963,18511.25912975913
year_num,1988,18511.25912975913
year_num,1999,9521.995726495727
year_num,2001,9521.995726495727
year_num,2002,9521.995726495727
year_num,2003,9521.995726495727
year_num,2005,9521.995726495727
year_num,2007,9521.995726495727
year_num,2012,12007.980341880342
year_num,2013,12007.980341880342
year_num,2014,12007.980341880342
year_num,2015,12587.31565934066
year_num,2016,12587.31565934066
year_num,2017,12587.31565934066
year_num,2018,12587.31565934066
year_num,2019,22725.750712250712
year_num,2020,22725.750712250712
year_num,2021,22725.750712250712
year_num,2023,22725.750712250712
year_num,2025,22725.750712250712
