feature,grid_value,pred_mean
make,BMW,13183.60144109783
make,Cadillac,13183.60144109783
make,Chevrolet,13183.60144109783
make,Chevy,13183.60144109783
make,Dodge,13183.60144109783
make,Ford,13183.60144109783
make,Honda,13183.60144109783
make,Lexus,13183.60144109783
make,Saturn,13183.60144109783
make,Subaru,13183.60144109783
make,Tesla,13183.60144109783
make,VW,13183.60144109783
make,Volvo,13183.60144109783
make,chevy,13183.60144109783
make,dodge,13183.60144109783
make,ford,13183.60144109783
make,hyundia,13183.60144109783
make,subaru,13183.60144109783
make,toyota,13183.60144109783
make,volkswagen,13183.60144109783
