feature,grid_value,pred_mean
year_num,2001,10923.91660463193
year_num,2002,10923.91660463193
year_num,2004,10923.91660463193
year_num,2006,10923.91660463193
year_num,2007,10923.91660463193
year_num,2009,10923.91660463193
year_num,2010,10923.91660463193
year_num,2011,10923.91660463193
year_num,2013,13431.25340501792
year_num,2014,13431.25340501792
year_num,2015,13431.25340501792
year_num,2016,13431.25340501792
year_num,2017,19673.921505376344
year_num,2019,24258.94032258065
year_num,2022,24258.94032258065
year_num,2023,24258.94032258065
year_num,2024,24258.94032258065
year_num,2025,24258.94032258065
year_num,2026,24258.94032258065
