feature,grid_value,pred_mean
mileage_num,56588,10332.775613275615
mileage_num,64877,10332.775613275615
mileage_num,67592,10332.775613275615
mileage_num,71200,10332.775613275615
mileage_num,78000,10332.775613275615
mileage_num,86000,10332.775613275615
mileage_num,91374,10332.775613275615
mileage_num,94000,10332.775613275615
mileage_num,97000,10332.775613275615
mileage_num,100000,11970.137950937953
mileage_num,101000,11970.137950937953
mileage_num,105405,11970.137950937953
mileage_num,119911,11970.137950937953
mileage_num,122750,11970.137950937953
mileage_num,125603,11970.137950937953
mileage_num,133500,11095.578073972812
mileage_num,138876,11095.578073972812
mileage_num,139096,11095.578073972812
mileage_num,140000,11095.578073972812
mileage_num,141231,11095.578073972812
mileage_num,143504,11095.578073972812
mileage_num,145143,11095.578073972812
mileage_num,150000,11095.578073972812
mileage_num,151000,11095.578073972812
mileage_num,157000,11095.578073972812
mileage_num,158000,11095.578073972812
mileage_num,159707,11095.578073972812
mileage_num,166000,11095.578073972812
mileage_num,171000,11095.578073972812
mileage_num,175000,11095.578073972812
mileage_num,185000,11095.578073972812
mileage_num,188000,11095.578073972812
mileage_num,189000,11095.578073972812
