feature,grid_value,pred_mean
year_num,1956,9589.808507828717
year_num,1995,9589.808507828717
year_num,2002,9589.808507828717
year_num,2006,9589.808507828717
year_num,2008,9589.808507828717
year_num,2010,9589.808507828717
year_num,2011,11859.967122841319
year_num,2013,11859.967122841319
year_num,2014,11859.967122841319
year_num,2015,11859.967122841319
year_num,2016,11859.967122841319
year_num,2018,16505.47640925383
year_num,2019,16505.47640925383
year_num,2020,16505.47640925383
year_num,2022,16505.47640925383
