feature,grid_value,pred_mean
make,Audi,13409.038820638822
make,BMW,13409.038820638822
make,Buick,13409.038820638822
make,Chevrolet,13409.038820638822
make,Chrysler,13409.038820638822
make,Dodge,13409.038820638822
make,Ford,13409.038820638822
make,HONDA,13409.038820638822
make,Honda,13409.038820638822
make,Jaguar,13409.038820638822
make,Jeep,13409.038820638822
make,Mazda,13409.038820638822
make,Mercedes-Benz,13409.038820638822
make,Mini,13409.038820638822
make,Porsche,13409.038820638822
make,Subaru,13409.038820638822
make,TOYOTA,13409.038820638822
make,Volkswagen,13409.038820638822
make,Volvo,13409.038820638822
make,chevrolet,13409.038820638822
make,ford,13409.038820638822
make,honda,13409.038820638822
make,jeep,13409.038820638822
make,kia,13409.038820638822
make,toyota,13409.038820638822
make,volkswagen,13409.038820638822
