feature,grid_value,pred_mean
year_num,1967,9194.931953044375
year_num,1977,9194.931953044375
year_num,1983,9194.931953044375
year_num,2001,9194.931953044375
year_num,2004,9194.931953044375
year_num,2005,9194.931953044375
year_num,2007,9923.163570691435
year_num,2009,9923.163570691435
year_num,2010,9923.163570691435
year_num,2011,9923.163570691435
year_num,2012,9923.163570691435
year_num,2013,11397.183178534573
year_num,2014,11397.183178534573
year_num,2015,11397.183178534573
year_num,2016,11397.183178534573
year_num,2018,18848.377192982458
year_num,2020,18848.377192982458
year_num,2021,18848.377192982458
year_num,2025,18848.377192982458
