feature,grid_value,pred_mean
make,BMW,12179.375061439894
make,Chevrolet,12179.375061439894
make,Dodge,12179.375061439894
make,Ford,12179.375061439894
make,GMC,12179.375061439894
make,HONDA,12179.375061439894
make,Honda,12179.375061439894
make,Hyundai,12179.375061439894
make,Infiniti,12179.375061439894
make,Jaguar,12179.375061439894
make,Jeep,12179.375061439894
make,MG,12179.375061439894
make,Mercedes-Benz,12179.375061439894
make,Nissan,12179.375061439894
make,Ram,12179.375061439894
make,Subaru,12179.375061439894
make,Toyota,12179.375061439894
make,acura,12179.375061439894
make,audi,12179.375061439894
make,bmw,12179.375061439894
make,chevrolet,12179.375061439894
make,ford,12179.375061439894
make,jeep,12179.375061439894
make,tesla,12179.375061439894
