feature,grid_value,pred_mean
make,Acura,15085.932714203438
make,Audi,15085.932714203438
make,BMW,15085.932714203438
make,Buick,15085.932714203438
make,Chevrolet,15085.932714203438
make,Chevy,15085.932714203438
make,Dodge,15085.932714203438
make,Fiat,15085.932714203438
make,Ford,15085.932714203438
make,HONDA,15085.932714203438
make,Honda,15085.932714203438
make,Hyundai,15085.932714203438
make,Jaguar,15085.932714203438
make,Land Rover,15085.932714203438
make,Mazda,15085.932714203438
make,Nissan,15085.932714203438
make,Ram,15085.932714203438
make,Subaru,15085.932714203438
make,Toyota,15085.932714203438
make,audi,15085.932714203438
make,chevy,15085.932714203438
make,ford,15085.932714203438
make,honda,15085.932714203438
make,hyundia,15085.932714203438
make,subaru,15085.932714203438
