feature,grid_value,pred_mean
make,ACURA,18019.53814430519
make,BMW,18019.53814430519
make,Bedrock,18019.53814430519
make,Chevrolet,18019.53814430519
make,Chevy,18019.53814430519
make,Fiat,18019.53814430519
make,Ford,18019.53814430519
make,GMC,18019.53814430519
make,Honda,18019.53814430519
make,Hyundai,18019.53814430519
make,Jeep,18019.53814430519
make,Land Rover,18019.53814430519
make,Mini-T,18019.53814430519
make,RAM,18019.53814430519
make,Subaru,18019.53814430519
make,Toyota,18019.53814430519
make,acura,18019.53814430519
make,chevrolet,18019.53814430519
make,chevy,18019.53814430519
make,ford,18019.53814430519
make,gmc,18019.53814430519
make,mercedes-benz,18019.53814430519
make,mitsubishi,18019.53814430519
make,toyota,18019.53814430519
make,volkswagen,18019.53814430519
make,vw,18019.53814430519
