feature,grid_value,pred_mean
make,ACURA,12100.273053966237
make,BMW,12100.273053966237
make,Chevrolet,12100.273053966237
make,Dodge,12100.273053966237
make,Ford,12100.273053966237
make,GMC,12100.273053966237
make,Honda,12100.273053966237
make,Hyundai,12100.273053966237
make,Jeep,12100.273053966237
make,Mercedes-Benz,12100.273053966237
make,Nissan,12100.273053966237
make,Pontiac,12100.273053966237
make,Subaru,12100.273053966237
make,Toyota,12100.273053966237
make,Volkswagen,12100.273053966237
make,chevy,12100.273053966237
make,jeep,12100.273053966237
make,kia,12100.273053966237
make,mercedes-benz,12100.273053966237
make,toyota,12100.273053966237
make,volkswagen,12100.273053966237
