feature,grid_value,pred_mean
mileage_num,25,23474.545454545463
mileage_num,87,23474.545454545463
mileage_num,4020,23474.545454545463
mileage_num,10000,23474.545454545463
mileage_num,11506,23474.545454545463
mileage_num,13586,23474.545454545463
mileage_num,15472,23474.545454545463
mileage_num,16302,23474.545454545463
mileage_num,23000,23474.545454545463
mileage_num,26966,23474.545454545463
mileage_num,27514,23474.545454545463
mileage_num,30000,23474.545454545463
mileage_num,30106,23474.545454545463
mileage_num,32000,23474.545454545463
mileage_num,33282,23474.545454545463
mileage_num,39853,23474.545454545463
mileage_num,40000,23474.545454545463
mileage_num,42250,23474.545454545463
mileage_num,46000,23474.545454545463
mileage_num,56000,23474.545454545463
mileage_num,59000,23474.545454545463
mileage_num,61000,23474.545454545463
mileage_num,66594,23474.545454545463
mileage_num,77916,7864.662605042016
mileage_num,88133,7864.662605042016
mileage_num,89281,7864.662605042016
mileage_num,90000,7864.662605042016
mileage_num,91710,7864.662605042016
mileage_num,95262,7864.662605042016
mileage_num,96000,7864.662605042016
mileage_num,97000,7864.662605042016
mileage_num,97688,7864.662605042016
mileage_num,98000,7864.662605042016
mileage_num,99000,7864.662605042016
mileage_num,99800,7864.662605042016
mileage_num,100000,7864.662605042016
mileage_num,101615,7864.662605042016
mileage_num,102000,7864.662605042016
mileage_num,103044,7864.662605042016
mileage_num,104000,7864.662605042016
mileage_num,105189,7864.662605042016
mileage_num,106000,7864.662605042016
mileage_num,109899,7864.662605042016
mileage_num,110109,7864.662605042016
mileage_num,112885,7864.662605042016
mileage_num,114000,7864.662605042016
mileage_num,115508,7864.662605042016
mileage_num,116669,7864.662605042016
mileage_num,117258,7864.662605042016
mileage_num,118290,7864.662605042016
mileage_num,118850,7864.662605042016
mileage_num,120070,7864.662605042016
mileage_num,123897,7864.662605042016
mileage_num,124781,7864.662605042016
mileage_num,125603,7864.662605042016
mileage_num,127030,7864.662605042016
mileage_num,128000,7864.662605042016
mileage_num,130000,7864.662605042016
mileage_num,130671,7864.662605042016
mileage_num,132799,7864.662605042016
mileage_num,133500,7864.662605042016
mileage_num,137000,7864.662605042016
mileage_num,138131,7864.662605042016
mileage_num,138876,7864.662605042016
mileage_num,142912,7864.662605042016
mileage_num,143504,7864.662605042016
mileage_num,144000,7864.662605042016
mileage_num,149974,7864.662605042016
mileage_num,150000,7864.662605042016
mileage_num,151000,7864.662605042016
mileage_num,154941,7864.662605042016
mileage_num,157287,7864.662605042016
mileage_num,160000,7864.662605042016
mileage_num,167283,7864.662605042016
mileage_num,167341,7864.662605042016
mileage_num,167781,7864.662605042016
mileage_num,167845,7864.662605042016
mileage_num,170000,7864.662605042016
mileage_num,170484,7864.662605042016
mileage_num,173000,7864.662605042016
mileage_num,173658,7864.662605042016
mileage_num,176000,7864.662605042016
mileage_num,176255,7864.662605042016
mileage_num,177000,7864.662605042016
mileage_num,180000,7864.662605042016
mileage_num,185500,7864.662605042016
mileage_num,189225,7864.662605042016
mileage_num,190000,7864.662605042016
mileage_num,197000,7864.662605042016
mileage_num,198000,7864.662605042016
mileage_num,199000,7864.662605042016
mileage_num,200000,7864.662605042016
mileage_num,205500,7864.662605042016
mileage_num,210000,7864.662605042016
mileage_num,211000,7864.662605042016
mileage_num,246000,7864.662605042016
mileage_num,250000,7864.662605042016
mileage_num,264719,7864.662605042016
mileage_num,273000,7864.662605042016
