feature,grid_value,pred_mean
mileage_num,19612,21046.114345114347
mileage_num,25224,21046.114345114347
mileage_num,33000,21046.114345114347
mileage_num,35912,21046.114345114347
mileage_num,42250,21046.114345114347
mileage_num,42317,21046.114345114347
mileage_num,44438,21046.114345114347
mileage_num,51000,22089.74012474013
mileage_num,60200,22089.74012474013
mileage_num,61453,22089.74012474013
mileage_num,69541,22089.74012474013
mileage_num,73220,22089.74012474013
mileage_num,74000,22089.74012474013
mileage_num,91437,11293.355193428724
mileage_num,95682,11293.355193428724
mileage_num,98000,11293.355193428724
mileage_num,99800,11293.355193428724
mileage_num,101000,11293.355193428724
mileage_num,109000,11293.355193428724
mileage_num,110000,11293.355193428724
mileage_num,112885,11293.355193428724
mileage_num,125603,11317.712462462465
mileage_num,127452,11317.712462462465
mileage_num,138892,11317.712462462465
mileage_num,142000,11317.712462462465
mileage_num,145814,11317.712462462465
mileage_num,149053,11317.712462462465
mileage_num,150000,8972.434323934325
mileage_num,152646,8972.434323934325
mileage_num,153000,8972.434323934325
mileage_num,155812,8972.434323934325
mileage_num,157000,8972.434323934325
mileage_num,161260,8972.434323934325
mileage_num,163430,8972.434323934325
mileage_num,173000,8972.434323934325
mileage_num,264719,8972.434323934325
