feature,grid_value,pred_mean
make,BMW,12710.16434861435
make,CHEVROLET,12710.16434861435
make,Chevrolet,12710.16434861435
make,Chevy,12710.16434861435
make,Dodge,12710.16434861435
make,Fiat,12710.16434861435
make,Ford,12710.16434861435
make,GMC,12710.16434861435
make,HONDA,12710.16434861435
make,Honda,12710.16434861435
make,Hyundai,12710.16434861435
make,Land Rover,12710.16434861435
make,Lexus,12710.16434861435
make,Mercedes-Benz,12710.16434861435
make,Subaru,12710.16434861435
make,Toyota,12710.16434861435
make,VW,12710.16434861435
make,Volvo,12710.16434861435
make,chevrolet,12710.16434861435
make,chevy,12710.16434861435
make,mazda,12710.16434861435
make,subaru,12710.16434861435
