feature,grid_value,pred_mean
mileage_num,33587.0,21580.666666666664
mileage_num,40000.0,21580.666666666664
mileage_num,56588.0,12018.124598930483
mileage_num,67592.0,12018.124598930483
mileage_num,79700.0,12018.124598930483
mileage_num,88000.0,12018.124598930483
mileage_num,88133.0,12018.124598930483
mileage_num,90000.0,12018.124598930483
mileage_num,91374.0,12018.124598930483
mileage_num,91437.0,12018.124598930483
mileage_num,93146.0,12018.124598930483
mileage_num,105189.0,12018.124598930483
mileage_num,106997.0,12018.124598930483
mileage_num,108905.0,12018.124598930483
mileage_num,115212.0,9242.321883998355
mileage_num,119500.0,8860.721883998354
mileage_num,120707.0,8860.721883998354
mileage_num,130759.0,8860.721883998354
mileage_num,136000.0,8860.721883998354
mileage_num,142654.0,8860.721883998354
mileage_num,143686.0,8625.514040861097
mileage_num,150000.0,7557.27019059372
mileage_num,165000.0,7557.27019059372
mileage_num,172000.0,7557.27019059372
mileage_num,175019.0,7557.27019059372
mileage_num,189000.0,7557.27019059372
mileage_num,191000.0,7557.27019059372
mileage_num,220000.0,7557.27019059372
mileage_num,252300.0,7557.27019059372
mileage_num,258000.0,7557.27019059372
mileage_num,267000.0,7557.27019059372
mileage_num,1234567.0,7557.27019059372
