run_ts_utc,today_local,split_mode,train_rows,holdout_rows,valid_price_rows,mae,rmse,mape,bias,dry_run,timezone,model_name
2026-05-17T15:20:21.313966+00:00,fallback_random_split,fallback_random,139,35,174,10377.481822715099,16463.374747328613,6645.32100712063,-2702.4965995349194,False,America/New_York,decision_tree_llm_v1
