run_ts_utc,today_local,split_mode,train_rows,holdout_rows,valid_price_rows,mae,rmse,mape,bias,dry_run,timezone,model_name
2026-05-08T04:20:22.489733+00:00,fallback_random_split,fallback_random,136,35,171,10682.223972268335,18692.435690426373,79.70649765546317,-1006.4912085408324,False,America/New_York,decision_tree_llm_v1
