run_ts_utc,today_local,split_mode,train_rows,holdout_rows,valid_price_rows,mae,rmse,mape,bias,dry_run,timezone,model_name
2026-05-15T12:20:15.890493+00:00,fallback_random_split,fallback_random,145,37,182,6705.858655158655,12941.285150547734,88.65250641715532,-2076.651202251202,False,America/New_York,decision_tree_llm_v1
