run_ts_utc,today_local,split_mode,train_rows,holdout_rows,valid_price_rows,mae,rmse,mape,bias,dry_run,timezone,model_name
2026-05-18T18:20:29.298996+00:00,fallback_random_split,fallback_random,144,37,181,7074.68228160287,10490.925864496605,97.2208420987241,3459.658776649953,False,America/New_York,decision_tree_llm_v1
