run_ts_utc,today_local,split_mode,train_rows,holdout_rows,valid_price_rows,mae,rmse,mape,bias,dry_run,timezone,model_name
2026-04-17T07:20:21.668620+00:00,2026-04-17,time_based,46,127,165,7940.202521008404,12377.22069126469,75.68915712933372,-225.07030812324868,False,America/New_York,decision_tree_llm_v1
