run_ts_utc,today_local,split_mode,train_rows,holdout_rows,valid_price_rows,mae,rmse,mape,bias,dry_run,timezone,model_name
2026-04-04T16:20:07.672620+00:00,fallback_random_split,fallback_random,135,34,169,9888.89096362229,28841.18319391985,68.60360914890279,-4823.577109133126,False,America/New_York,decision_tree_llm_v1
