run_ts_utc,today_local,split_mode,train_rows,holdout_rows,valid_price_rows,mae,rmse,mape,bias,dry_run,timezone,model_name
2026-04-23T11:20:13.659259+00:00,fallback_random_split,fallback_random,122,31,153,9869.991940317746,16649.65691695799,95.51338872908262,-918.7367890174343,False,America/New_York,decision_tree_llm_v1
