run_ts_utc,today_local,split_mode,train_rows,holdout_rows,valid_price_rows,mae,rmse,mape,bias,dry_run,timezone,model_name
2026-04-06T22:20:20.475440+00:00,fallback_random_split,fallback_random,137,35,172,4763.6877013963485,6178.242499604405,82.77729471391793,739.3443612277453,False,America/New_York,decision_tree_llm_v1
