run_ts_utc,today_local,split_mode,train_rows,holdout_rows,valid_price_rows,mae,rmse,mape,bias,dry_run,timezone,model_name
2026-04-28T04:20:37.780115+00:00,fallback_random_split,fallback_random,121,31,152,9690.178329989196,16552.752775767625,108.26217587624139,-2371.0661470391506,False,America/New_York,decision_tree_llm_v1
