run_ts_utc,today_local,split_mode,train_rows,holdout_rows,valid_price_rows,mae,rmse,mape,bias,dry_run,timezone,model_name
2026-04-20T00:20:15.377983+00:00,fallback_random_split,fallback_random,135,34,169,7109.628309882159,13743.050835437785,132.6278619609369,4249.126318649632,False,America/New_York,decision_tree_llm_v1
