run_ts_utc,today_local,split_mode,train_rows,holdout_rows,valid_price_rows,mae,rmse,mape,bias,dry_run,timezone,model_name
2026-04-24T18:20:15.288850+00:00,fallback_random_split,fallback_random,133,34,167,5300.902881922,9207.499240158635,16573.109863188947,2690.5113429534717,False,America/New_York,decision_tree_llm_v1
