run_ts_utc,today_local,split_mode,train_rows,holdout_rows,valid_price_rows,mae,rmse,mape,bias,dry_run,timezone,model_name
2026-04-15T14:20:19.388794+00:00,fallback_random_split,fallback_random,133,34,167,4475.683537051184,9482.454459421975,61.36432478454249,-163.92601559340315,False,America/New_York,decision_tree_llm_v1
