feature,grid_value,pred_mean
year_num,1966,6210.596256684491
year_num,1990,6210.596256684491
year_num,1996,6210.596256684491
year_num,2002,6210.596256684491
year_num,2008,8465.635854857215
year_num,2009,8465.635854857215
year_num,2010,8465.635854857215
year_num,2011,8465.635854857215
year_num,2013,13914.522302610885
year_num,2014,13914.522302610885
year_num,2015,14957.505635944215
year_num,2016,14957.505635944215
year_num,2017,17301.394524833107
year_num,2018,17301.394524833107
year_num,2019,17301.394524833107
year_num,2021,17301.394524833107
year_num,2023,17301.394524833107
