feature,grid_value,pred_mean
make,BMW,13850.445362444649
make,Buick,13850.445362444649
make,CHEVROLET,13850.445362444649
make,Chevrolet,13850.445362444649
make,Chrysler,13850.445362444649
make,Ford,13850.445362444649
make,GMC,13850.445362444649
make,HONDA,13850.445362444649
make,Honda,13850.445362444649
make,Hyundai,13850.445362444649
make,Jaguar,13850.445362444649
make,Jeep,13850.445362444649
make,Kia,13850.445362444649
make,Lincoln,13850.445362444649
make,MAZDA,13850.445362444649
make,Mercedes Benz,13850.445362444649
make,Mercedes-Benz,13850.445362444649
make,Nissan,13850.445362444649
make,Pontiac,13850.445362444649
make,TOYOTA,13850.445362444649
make,hyundia,13850.445362444649
make,mazda,13850.445362444649
