feature,grid_value,pred_mean
year_num,1964,8442.628571428571
year_num,1965,8442.628571428571
year_num,1967,8442.628571428571
year_num,1993,8442.628571428571
year_num,1999,5773.6087912087905
year_num,2001,5773.6087912087905
year_num,2002,5773.6087912087905
year_num,2004,5773.6087912087905
year_num,2006,9175.052060439562
year_num,2009,9175.052060439562
year_num,2011,9175.052060439562
year_num,2012,9175.052060439562
year_num,2013,11468.529234693875
year_num,2014,12806.939624304265
year_num,2015,12806.939624304265
year_num,2016,12806.939624304265
year_num,2018,16919.821378621382
year_num,2019,16919.821378621382
year_num,2020,16919.821378621382
year_num,2022,16919.821378621382
