feature,importance_mean,importance_std
mileage_num,7039.606340973839,1377.988666025898
year_num,705.3096322784946,403.332487429503
make,0.0,0.0
model,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
body_type,0.0,0.0
location,-45.524666242848255,125.0075233835269
