feature,importance_mean,importance_std
mileage_num,1604.7462664412974,307.89157890027906
year_num,970.4707141885717,173.85566413756217
body_type,50.631211750306285,78.86040034986601
color,30.80367294204516,103.14707910342452
transmission,0.0,0.0
model,0.0,0.0
make,0.0,0.0
location,0.0,0.0
