feature,importance_mean,importance_std
year_num,2187.2014552217647,641.7144079749484
mileage_num,525.7321416096796,452.62863008877395
color,402.3036281881179,273.56056680037113
body_type,109.08508403361338,39.95742624457046
transmission,0.0,0.0
model,0.0,0.0
make,0.0,0.0
location,0.0,0.0
