feature,importance_mean,importance_std
year_num,984.0357156338465,205.90663562840683
make,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
location,0.0,0.0
body_type,0.0,0.0
color,-53.33100346020801,71.63958142801958
mileage_num,-1101.4531936143449,459.649907073916
