feature,importance_mean,importance_std
mileage_num,4818.146006759536,1406.4978277070838
year_num,1065.0061650471953,679.1468727841198
body_type,394.929485474781,186.6471260023171
location,386.1215317631497,79.9383563093645
color,3.637978807091713e-13,21.171254691727793
transmission,0.0,0.0
make,0.0,0.0
model,0.0,0.0
