feature,importance_mean,importance_std
mileage_num,3748.575901157665,519.2065731468936
year_num,577.3834145919436,453.20293459092596
color,137.25842383107084,69.74969831709821
make,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
location,0.0,0.0
body_type,0.0,0.0
