feature,importance_mean,importance_std
mileage_num,2786.0373192085704,508.6955131447361
year_num,2321.190226440226,534.4855106283045
make,0.0,0.0
model,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
location,0.0,0.0
body_type,0.0,0.0
