feature,importance_mean,importance_std
mileage_num,2833.6879921146738,235.5222201370271
year_num,1070.1220746860567,209.93701149277493
body_type,971.5492208122407,237.13487494075244
make,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
location,0.0,0.0
