feature,importance_mean,importance_std
mileage_num,3087.0588213869464,780.0462888465511
year_num,1223.337140151516,218.05706751622236
make,0.0,0.0
model,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
location,0.0,0.0
body_type,0.0,0.0
