feature,importance_mean,importance_std
year_num,2079.1978613621586,381.50723466676715
mileage_num,1544.780707070706,478.57587530396444
body_type,12.877176442790006,237.23153691829043
make,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
location,0.0,0.0
