feature,importance_mean,importance_std
mileage_num,5227.18339869281,1173.1342467055954
year_num,2517.0813807189543,370.9722405048469
location,190.5113970588245,284.33438586230045
model,0.0,0.0
transmission,0.0,0.0
color,0.0,0.0
body_type,-7.75947712418274,58.27336296555099
make,-41.45947712418238,20.7297385620921
