feature,importance_mean,importance_std
year_num,1165.4580579654262,412.69862549948226
mileage_num,768.3128102307048,116.71938327216004
make,0.0,0.0
model,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
location,0.0,0.0
body_type,0.0,0.0
