feature,importance_mean,importance_std
mileage_num,4122.730194509498,574.383125717494
year_num,627.8186930783237,119.86645006342728
make,0.0,0.0
model,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
location,0.0,0.0
body_type,0.0,0.0
