feature,importance_mean,importance_std
mileage_num,2268.5625857066925,434.77292727360384
year_num,1617.2731786392387,342.3668868542542
color,224.50775510204113,181.78957879766782
make,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
location,0.0,0.0
body_type,0.0,0.0
