feature,importance_mean,importance_std
mileage_num,1756.7503741496598,527.572009290627
year_num,749.2420251177393,711.2914851720948
location,460.4758241758242,176.50948069502812
body_type,131.60779696493992,150.4812048783623
color,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
make,0.0,0.0
