feature,importance_mean,importance_std
body_type,1009.8066086962333,220.6362068584872
year_num,619.5855597034554,198.57844345764005
mileage_num,415.95215865504707,366.2509795631157
make,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
location,0.0,0.0
