feature,importance_mean,importance_std
mileage_num,2372.9894086021513,257.97863121733326
year_num,2117.025510752689,578.603448803543
location,159.92032258064484,121.81766128965533
make,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
body_type,0.0,0.0
