feature,importance_mean,importance_std
year_num,5538.7970500819165,1534.9876825253145
body_type,178.7816790352499,161.1436497507236
make,0.0,0.0
model,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
location,-15.50846882357364,280.7872330907827
mileage_num,-174.749197539303,51.350082142215165
