feature,importance_mean,importance_std
mileage_num,5111.921641877421,669.7352614986061
year_num,669.2113186147201,242.40044935347478
color,173.0700155388484,367.7371126637948
location,14.598545454545455,46.89315865307868
transmission,0.0,0.0
model,0.0,0.0
make,0.0,0.0
body_type,0.0,0.0
