feature,importance_mean,importance_std
year_num,1308.498968776322,156.59765978487627
mileage_num,807.5515960567694,249.08361531973907
make,0.0,0.0
model,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
location,0.0,0.0
body_type,-16.317797150945808,295.6926026157948
