feature,importance_mean,importance_std
mileage_num,3091.741240851224,469.03271918546477
year_num,1691.011683686683,464.03693176022983
color,92.19754782254677,75.67218554658237
make,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
location,0.0,0.0
body_type,0.0,0.0
