feature,importance_mean,importance_std
mileage_num,1850.0535033514861,664.3161730254899
year_num,1746.4444072056963,425.33565463907365
make,0.0,0.0
model,0.0,0.0
location,0.0,0.0
transmission,0.0,0.0
body_type,0.0,0.0
color,-31.48856304985311,32.34025666461976
