feature,importance_mean,importance_std
mileage_num,1783.7488227115155,103.48695353256353
year_num,1467.1210403914451,658.4243017752648
make,0.0,0.0
model,0.0,0.0
location,0.0,0.0
transmission,0.0,0.0
body_type,0.0,0.0
color,-777.6441522491361,157.60537837497256
