feature,importance_mean,importance_std
mileage_num,2467.743738290343,542.7065313665202
body_type,1058.8347892720299,191.17902346031565
year_num,981.8653419578999,282.0675509965319
make,0.0,0.0
model,0.0,0.0
transmission,0.0,0.0
location,0.0,0.0
color,-2.6863837312119356,321.9971240469028
