feature,importance_mean,importance_std
mileage_num,3026.804780897207,787.3012900440798
year_num,1953.709956674587,667.9743318623024
color,43.81074074074095,43.33681243690369
make,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
location,0.0,0.0
body_type,0.0,0.0
