feature,importance_mean,importance_std
mileage_num,1587.8430386405578,382.8913045460914
year_num,1239.2926007326016,341.20901260377684
color,138.83460794844285,157.0144900611962
make,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
location,0.0,0.0
body_type,0.0,0.0
