feature,importance_mean,importance_std
mileage_num,4190.809319773794,1759.122369521899
make,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
color,0.0,0.0
body_type,0.0,0.0
location,0.0,0.0
year_num,-155.83716274587897,589.2268277725497
