feature,importance_mean,importance_std
mileage_num,3910.5588610052655,717.6934578159004
year_num,1741.0929200404858,261.1028491390923
body_type,82.91772435897401,42.36916855812494
make,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
location,0.0,0.0
