feature,importance_mean,importance_std
mileage_num,6272.669543930632,1053.0070585688145
year_num,1255.549617016397,373.4036854297072
location,703.5096517983409,224.37272818199352
make,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
body_type,0.0,0.0
