feature,importance_mean,importance_std
mileage_num,3022.789402041809,636.9419087558945
year_num,1477.8295657105818,327.5592962616786
color,283.0003581267216,152.17852946911955
make,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
location,0.0,0.0
body_type,0.0,0.0
