feature,importance_mean,importance_std
year_num,3365.4247553791356,937.4974110649724
mileage_num,1096.6335285382945,385.09482623036433
body_type,95.99774294670715,35.000060626261586
make,0.0,0.0
color,0.0,0.0
transmission,0.0,0.0
model,0.0,0.0
location,0.0,0.0
